,word_from,lemma,pos
1707,кричала,кричать,"V,несов,нп=прош,ед,изъяв,жен"
1708,ловите,ловить,"V,несов,пе=(непрош,мн,изъяв,2-л|мн,пов,2-л)"
1709,чудесна,чудесный,"A=ед,кр,жен"
1710,вместе,вместе,ADV=
1711,вопросы,вопрос,"S,муж,неод=(вин,мн|им,мн)"
1712,ответа,ответ,"S,муж,неод=род,ед"
1713,места,место,"S,сред,неод=(вин,мн|род,ед|им,мн)"
1714,летает,летать,"V,несов,нп=непрош,ед,изъяв,3-л"
1715,крикуньей,крикунья,"S,жен,од=твор,ед"
1716,голубки,голубка,"S,жен,од=(род,ед|им,мн)"
1717,рассекая,рассекать,"V=непрош,деепр,несов,пе"
1718,воздух,воздух,"S,муж,неод=(вин,ед|им,ед)"
1719,подругой,подруга,"S,жен,од=твор,ед"
1720,узрела,узреть,"V,сов,пе=прош,ед,изъяв,жен"
1721,поле,поле,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
1722,покрытый,покрывать,"V=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)"
1723,мотылечек,мотылечко,"S,сред,неод=род,мн"
1724,смеяся,смеясти,"V,несов,пе=непрош,деепр"
1725,улетает,улетать,"V,нп=непрош,ед,изъяв,3-л,несов"
1726,цветочек,цветочек,"S,муж,неод=(вин,ед|им,ед)"
1727,ожидает,ожидать,"V,несов,пе=непрош,ед,изъяв,3-л"
1728,крикуней,крикунь,"S,имя,муж,од=(вин,мн|род,мн)"
1729,подкрались,подкрадываться,"V,нп=прош,мн,изъяв,сов"
1730,протянули,протягивать,"V,пе=прош,мн,изъяв,сов"
1731,плене,плен,"S,муж,неод=пр,ед"
1732,обманулись,обманываться,"V,нп=прош,мн,изъяв,сов"
1733,встрепенулся,встрепенуться,"V,сов,нп=прош,ед,изъяв,муж"
1734,облетает,облетать,"V=непрош,ед,изъяв,3-л,несов,пе"
1735,прелестных,прелестный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
1736,цветочек,цветочек,"S,муж,неод=(вин,ед|им,ед)"
1737,вертлявый,вертлявый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1738,девы,дева,"S,жен,од=(род,ед|им,мн)"
1739,ловитвы,ловитва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
1740,плена,плен,"S,муж,неод=род,ед"
1741,цепью,цепь,"S,жен,неод=твор,ед"
1742,обширный,обширный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1743,обходят,обходить,"V,пе=непрош,мн,изъяв,3-л,несов"
1744,сомкнувшись,смыкаться,"V,нп=прош,деепр,сов"
1745,ближе,близко,ADV=срав
1746,радость,радость,"S,жен,неод=(вин,ед|им,ед)"
1747,несомненной,несомненный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
1748,лукавый,лукавый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1749,ждали,ждать,"V,несов,пе=прош,мн,изъяв"
1750,воздух,воздух,"S,муж,неод=(вин,ед|им,ед)"
1751,прямо,прямо,PART=
1752,веселым,веселый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
1753,месту,место,"S,сред,неод=дат,ед"
1754,забавлялся,забавляться,"V,несов,нп=прош,ед,изъяв,муж"
1755,уставши,уставать,"V,нп=прош,деепр,сов"
1756,уселись,усаживаться,"V,нп=прош,мн,изъяв,сов"
1757,скате,скат,"S,муж,неод=пр,ед"
1758,кургана,курган,"S,муж,неод=род,ед"
1759,стояло,стоять,"V,несов,нп=прош,ед,изъяв,сред"
1760,изваянье,изваяние,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
1761,Флоры,флора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
1762,сестрицы,сестрица,"S,жен,од=(род,ед|им,мн)"
1763,украшенья,украшение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
1764,богини,богиня,"S,жен,од=(род,ед|им,мн)"
1765,сказала,сказать,"V,сов,пе=прош,ед,изъяв,жен"
1766,сами,сам,"APRO=(им,мн|вин,мн,неод)"
1767,венками,венок,"S,муж,неод=твор,мн"
1768,песне,песня,"S,жен,неод=(пр,ед|дат,ед)"
1769,Флоры,флора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
1770,хороводом,хоровод,"S,муж,неод=твор,ед"
1771,богини,богиня,"S,жен,од=(род,ед|им,мн)"
1772,венками,венок,"S,муж,неод=твор,мн"
1773,воспели,воспевать,"V,пе=прош,мн,изъяв,сов"
1774,подобна,подобный,"A=ед,кр,жен"
1775,Богиня,богиня,"S,жен,од=им,ед"
1776,веки,веко,"S,сред,неод=(вин,мн|им,мн)"
1777,стареешь,стареть,"V,несов,нп=непрош,ед,изъяв,2-л"
1778,девы,дева,"S,жен,од=(род,ед|им,мн)"
1779,подобны,подобный,"A=мн,кр"
1780,проживши,проживать,"V,пе=прош,деепр,сов"
1781,увянем,увянуть,"V,сов,нп=(непрош,мн,изъяв,1-л|мн,пов,1-л)"
1782,Богиня,богиня,"S,жен,од=им,ед"
1783,юных,юный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
1784,нашей,наш,"APRO=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен)"
1785,насладиться,наслаждаться,"V,нп=инф,сов"
1786,девы,дева,"S,жен,од=(род,ед|им,мн)"
1787,песню,песня,"S,жен,неод=вин,ед"
1788,начинали,начинать,"V,пе=прош,мн,изъяв,несов"
1789,ними,они,"SPRO,мн=твор"
1790,задрожала,задрожать,"V,сов,нп=прош,ед,изъяв,жен"
1791,истуканам,истукан,"S,муж,од=дат,мн"
1792,подобен,подобный,"A=ед,кр,муж"
1793,остановился,останавливаться,"V,нп=прош,ед,изъяв,муж,сов"
1794,второе,второй,"ANUM=(вин,ед,сред|им,ед,сред)"
1795,сильнее,сильно,ADV=срав
1796,страха,страх,"S,муж,неод=род,ед"
1797,кущам,кущи,"S,мн,неод=дат"
1798,весенний,весенний,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1799,неба,небо,"S,сред,неод=(вин,мн|род,ед|им,мн)"
1800,низвергаясь,низвергаться,"V,нп=непрош,деепр,несов"
1801,розы,роза,"S,жен,неод=(вин,мн|род,ед|им,мн)"
1802,блеском,блеск,"S,муж,неод=твор,ед"
1803,златозарной,златозарный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
1804,крылами,крыло,"S,сред,неод=твор,мн"
1805,бросает,бросать,"V=непрош,ед,изъяв,3-л,несов,пе"
1806,младые,младой,"A=(вин,мн,полн,неод|им,мн,полн)"
1807,испугом,испуг,"S,муж,неод=твор,ед"
1808,твердо,твердо,ADV=
1809,уповая,уповать,"V,несов,нп=непрош,деепр"
1810,холме,холм,"S,муж,неод=пр,ед"
1811,задрожала,задрожать,"V,сов,нп=прош,ед,изъяв,жен"
1812,треском,треск,"S,муж,неод=твор,ед"
1813,Цереры,церер,"S,муж,неод=(вин,мн|им,мн)"
1814,объемлет,объять,"V,пе=непрош,ед,изъяв,3-л,несов"
1815,Истукана,истукан,"S,муж,од=(вин,ед|род,ед)"
1816,защиты,защита,"S,жен,неод=(вин,мн|род,ед|им,мн)"
1817,подземных,подземный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
1818,рукою,рука,"S,жен,неод=твор,ед"
1819,уносит,уносить,"V=непрош,ед,изъяв,3-л,несов,пе"
1820,дева,дева,"S,жен,од=им,ед"
1821,гласом,глас,"S,муж,неод=твор,ед"
1822,любезна,любезный,"A=ед,кр,жен"
1823,подруги,подруга,"S,жен,од=(род,ед|им,мн)"
1824,Прозерпину,прозерпин,"S,муж,неод=дат,ед"
1825,спасенья,спасение,"S,сред,неод=(вин,мн|род,ед|им,мн)"
1826,властитель,властитель,"S,муж,од=им,ед"
1827,быстроокий,быстроокий,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1828,ширококрылый,ширококрылый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
1829,высоких,высокий,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
1830,похищает,похищать,"V,пе=непрош,ед,изъяв,3-л,несов"
1831,ягненка,ягненок,"S,муж,од=(вин,ед|род,ед)"
1832,веселых,веселый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
1833,цветами,цветок,"S,муж,неод=твор,мн"
1834,обвивши,обвивать,"V=прош,деепр,сов,пе"
1835,восторгов,восторг,"S,муж,неод=род,мн"
1836,криков,крик,"S,муж,неод=род,мн"
1837,провожают,провожать,"V=непрош,мн,изъяв,3-л,несов,пе"
1838,веселятся,веселиться,"V,несов,нп=непрош,мн,изъяв,3-л"
1839,утомленны,утомленный,"A=мн,кр"
1840,беспечно,беспечно,ADV=
1841,поле,поле,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
1842,отдыхают,отдыхать,"V,нп=непрош,мн,изъяв,3-л,несов"
1843,спутник,спутник,"S,муж=(им,ед,од|вин,ед,неод|им,ед,неод)"
1844,ягненок,ягненок,"S,муж,од=им,ед"
1845,щиплет,щипать,"V,несов,пе=непрош,ед,изъяв,3-л"
1846,отдаленьи,отдаление,"S,сред,неод=пр,ед"
1847,низвергшись,низвергаться,"V,нп=прош,деепр,сов"
